Name,Code,Type,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Italy,ITA,Country,Military expenditure (current USD),1009308856,1062907313,1222013656,1463283724,1586666708,1719942315,1904604599,1928786564,1991165044,2003805617,2216771793,2648079366,3289362465,3638240139,3890003394,4217069829,3844185965,4556493518,5540992658,6904107163,7915696626,7387713298,8062597403,8409527116,8296144788,8253390533,11941809156,15653065895,17403664790,17675486539,20734625579,21585706772,22177090390,18242013901,18062459082,17185853004,20793128832,20156102258,20825125352,21016456910,19878720932,19519381482,21610059762,26824213292,30261076655,29737642392,29633022263,31982431792,36839989746,34054481324,32020819951,33828804971,29781008205,29957445905,27701034335,22180845070,25033027895,26447892915,27807513898
Jamaica,JAM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,27445027.45,30580030.58,,,,44922028.49,53608918.73,50162507.37,25153444.25,18714379.26,23522088.13,25325014.99,30932577.82,40933809.6,38609944.56,31891976.66,47192327.63,44542579.54,34218503.95,35298829.61,41791263.91,54854608.88,47640218.88,45131071.75,43566232.49,46374382.29,56898147.1,54845871.82,54533132.23,59329776.32,72645523.01,83511942.1,130699170.7,114808331.8,115571396,133638559.8,137635505.7,128431323,121309728.7,123854135.7,137649061.8,143545555.4,207772685.8
Jordan,JOR,Country,Military expenditure (current USD),56139977.54,55509977.8,60409975.84,61879975.25,61879975.25,62929974.83,76089969.56,104719958.1,127749948.9,125859949.7,109759956.1,108639956.5,129359948.3,150652370.4,163307378,180742482.6,294593397.9,262704735.1,304948875.3,399556492.3,416212133.9,438818156.8,465258786,484742989.8,457778991.6,501742160.3,625775075.3,647050307.4,587776388.5,382891036.2,322429005.4,433271745.1,367745484.8,391137488.4,407863026.7,299838515.5,417489421.7,444287729.2,496473906.9,511988716.5,529337094.5,528926645.6,521861777.2,611847672.8,586741890,603667136.8,701551481,1032440056,1358383580,1568309859,1557887324,1594788732,1472816901,1444929577,1548873239,1614929577,1768309859,1939718310,1957746479
Japan,JPN,Country,Military expenditure (current USD),480555555.6,492361111.1,538194444.4,629861111.1,718055555.6,821388888.9,932430555.6,1039027778,1168194444,1335416667,1575347222,1896540416,2567519428,3374561100,3962157887,4534902135,5008396504,6157312577,8657135933,9173587661,9711741591,10851176225,10193936012,11429317256,12225078098,13087751954,19457334441,23642290700,28216102753,27966353542,28800451682,32785415754,35999123576,41353936222,45285594083,49961673237,44047104680,40634840608,37849012643,43122898505,45509673827,40757967234,39333708170,42486177361,45339809415,44300613330,41552592886,40530045688,46361468280,51465158208,54655450735,60762213841,60011530195,49023932407,46881244398,42106103306,46471287714,45387031802,46617954864
Kazakhstan,KAZ,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106926893,177686628.4,241771205.9,236752278.4,242646223.1,143905357.1,143527541.1,221486206.5,245956719.4,317564315.1,426441724.6,591985249.8,793027147.5,1359776099,1540810813,1271890276,1501815344,1803970782,2177543205,2551124375,2306464574,2046197674,1281103432,1390619095,1613589333
Kenya,KEN,Country,Military expenditure (current USD),,,,1861999.255,5879997.648,9897996.041,13047994.78,15987993.6,16365993.45,15749993.7,17023993.19,22077991.17,29735988.11,37319917.16,46763683.97,54090933.23,75910048.12,147766705,239475870,291024720,271691156.2,241171594.4,243721560.5,208691732.7,175004683,145781732.1,181255662.3,249810082.3,250942407.5,228606149,246456438.6,191908506.3,156036602,105704527.3,117331482.6,149096438.3,170804816.3,175834896.9,171964013.3,151917777.4,165584735.2,195365005.5,213894508,245938663.8,259807840.7,316799485.4,375807203.2,494684896.7,580011940.7,578071672.4,622049847.8,646678106.7,840072590,860560896.1,819044152.8,843667802.8,933103002.5,1015384782,1097458153
Kyrgyz Republic,KGZ,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12086953.61,26712568.96,28276956.35,31158797.7,26092304.3,23133179.47,25794155.81,22212067.21,25933378.39,32603112.03,37238358.12,39718288.7,47207036.73,50909587.1,61124321.93,67213747.35,77237992.31,86423386.41,107529842.9,119000613.9,127970989.4,117003250.6,115645311.8,121515805.4,121163619.9
Cambodia,KHM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29090909.09,43294683.66,62293735.89,44626255.11,107258619,123101153.5,113563610.9,103419601.2,83323986.09,88172003.48,81025841.31,70846940.89,65182716.1,67525224.43,69218798.63,70959071.47,75881313.59,79015425.88,82630723.43,136589738,167857928,192159418.5,217305727.7,243470109.9,277969040.2,325188062.3,382100547.3,463810835.2,543205183.3
Kiribati,KIR,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,Country,Military expenditure (current USD),275643564.4,157061350.1,186153846.2,185384615.4,137481470.4,132131636.1,176901786.3,218100895.7,278696524.4,347028223.8,386403740.4,460899849.3,531950093.4,544785374.6,852963864,1030991736,1708677686,2237603306,3190082645,3543388430,3980692489,4463839960,4646524886,4714159753,4759446931,4883795775,5325292074,6040845305,7732395676,9468974884,10110714871,10956524348,11614665196,12377424873,13519265763,16085095679,16408665267,14848484530,10457957529,12095186824,13801107024,12941850828,14101703315,15847047272,17829864143,22159512557,25177237741,27726129585,26072410508,24575661939,28175181219,30991707946,31951760810,34311220715,37552328673,36570769323,36885283430,39170682136,43069973343
Kuwait,KWT,Country,Military expenditure (current USD),,,,,,,,,,,68739972.5,73434840.97,90743549.91,136560430.5,384614072.6,,,748518665.9,738039577.8,881077990.8,950805965.3,1042021630,1285119360,1425498410,1465909168,1379869860,1295617612,1336740077,1704123944,2076390756,8961536461,12924377966,6316012045,2980065532,3296055513,3692435533,3241385529,2454268845,2282153592,2286352512,2697075596,2685735278,2821521878,3130746413,3450118765,3509417808,3597816498,4115736734,4430342077,4208871206,4335204653,5393526319,5941536637,5698067233,5832249789,5735132890,6446742131,6764636914,7296266526
Latin America & Caribbean (excluding high income),LAC,Regions Clubbed Economically,Military expenditure (current USD),914311085.5,791185010.6,1307451832,1405381963,1328343820,1656683077,1789992451,1935440335,1904105726,2108402980,2462612095,2802923466,3243536258,4277159447,5363707441,5497385917,7252013201,7702036514,8812513689,11212922658,12963457866,13500511211,10734760837,10594362555,9801544904,9424261994,9611214393,11510783519,13266094263,15278448285,17073779191,14750811029,14226357404,17608028615,22325610610,26329171002,27178576184,26714279647,27620119225,22959280744,24873119144,25206483035,21023619765,20101932877,22403098611,29666459214,34644278970,42603001222,51655265419,51998870537,63790081089,68134901723,70059255297,73071684914,68350285983,55881150304,51394411288,58961249514,57275656953
Lao PDR,LAO,Country,Military expenditure (current USD),,,,,,,,35544791.67,35461875,36133958.33,38045833.33,39061458.33,20254568.13,21220297.97,,,,,,,,,,,,,,,,,,,102292611.3,107643979.1,116105380.4,103704532.2,78445466.01,67064556.58,33350210.56,15382947.39,13717664.6,12574570.78,11435617.47,11013340.9,11496967.52,11965988.44,13410565.06,14838865.54,16267888.96,13973614.53,15356402.95,19009820.6,20327157.66,22677720.33,,,,,
Lebanon,LBN,Country,Military expenditure (current USD),22906905.2,27837147.81,40876824.5,33900603.43,38065368.32,44598531.83,51425377.31,57730955.03,65572316.45,65138973.39,64546127.54,66920095.55,106204437,103815507.2,179142179.6,165944100.3,173074847,126427193.6,252760229.7,346311001.5,503476314.8,373214770,246651755.1,492472676.6,474574917.6,227203508.6,148293323.7,36999768.47,39317743.08,,214361038.7,229469731,442786331.1,452979280.6,637473438.6,746264054.1,735631013.6,678164279.5,693871897.5,829663624.8,930016583.7,958540630.2,907462686.6,923383084.6,954560530.7,962520729.7,1008955224,1152238806,1169485904,1426202322,1585406302,1626533997,1757213930,1935718241,2270065960,2239416094,2606456908,2441074857,2775557816
Liberia,LBR,Country,Military expenditure (current USD),,,,,,2700000,2800000,3050000,3050000,3050000,3550000,4050000,4050000,3750000,4550000,5500000,6400000,7750000,8900000,9400000,12750000,26350000,43350000,38750000,24950000,25150000,24350000,22250000,25000000,,,25000000,22650000,30450000,39300000,,,,,,,,,,3182000,8025000,3925000,3486000,3907000,7193000,8458000,13271000,15179000,15111500,14531000,14799000,14712000,15334000,15786500
Libya,LBY,Country,Military expenditure (current USD),5571997.771,7167997.133,16687993.32,18675992.53,21475991.41,29119988.35,58519976.59,79519968.19,95479961.81,143079942.8,242479903,243035871.6,202768227.1,298307480,431682379,287788252.7,326295131.6,479647087.8,729941800.6,853569148.6,1074139253,557334522.3,709332450.6,,,,,,,,,,,,,,,1251990817,1443621758,1153487088,1085534665,819747993.6,452513614.8,541401766.5,685073220.1,690930769.3,614356296.2,639137046.2,1100068652,,,,2987413408,3964690154,3755658598,,,,
St. Lucia,LCA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Regions Clubbed Geographically,Military expenditure (current USD),1041102128,952115934.1,1470078057,1558299418,1478294197,1824898849,1976690416,2118145676,2082974250,2293646403,2857196045,3463134106,4049748251,5404489652,6663039431,6151351164,7997666536,8801988932,10052914880,12832437366,15264830901,16537685105,13494643916,12366658646,11485659135,10765543058,10967958017,13005289827,14628912315,16667103944,18506705838,16136078538,15840980993,19435846807,24367305566,28777630396,29759534033,29528188544,30409740756,25688301446,27532548546,27636535011,23166928086,22473180208,25445610599,33211927448,39007996193,47166275173,57003945383,56616671844,69582884749,74792568030,76618759857,79857824789,74676451839,61683936829,57394922539,65699744992,64183844798
Least developed countries: UN classification,LDC,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,771447632.5,931771366.7,1033602529,1117902851,1420110714,2301568432,2785711433,2978073965,2837510351,2860846361,2986618540,3456064511,3430220701,3657493033,3871852684,4378882699,4851480154,6922861758,6414673956,5604466163,7970652235,7846287479,7051869116,7426692379,7931035215,9171404927,11825299097,13412647197,13134510345,14930347450,28628087747,35464835200,39356935033,8369069848,9990916189,13266382205,13501377111,11305349563,12509127535,15731297507,18302443940,19906143977,17422462570,16643525773,19055527699,15271776785
Low income,LIC,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,467047832.3,,,824689413.8,1125424502,1582214516,1621033068,1901192076,2673524763,3195729692,4026665184,3968356959,4249276677,4171160050,4806098395,4965796671,5205799290,4972909494,5392687016,3097814545,4066569140,5253958939,5336677614,4448313848,4887794790,2631841409,2454383388,2598557911,3013250737,3453587483,3126229876,2953611630,3213299032,3815431227,3860272952,4049073476,4729003607,5559950895,6825231069,7195358575,7823522817,8805148285,5860738119,6688642867,7256044740,5136273177,4245294990,4462964171,4816432270
Liechtenstein,LIE,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Country,Military expenditure (current USD),16653016.65,17083517.08,15849765.85,13917763.92,13938763.94,14474264.47,15282765.28,15711432.16,14305226.32,15863429.19,21042038.72,32258064.52,30283133.9,25146427.18,28417847.61,30478781.02,23669757.49,28081232.26,21946485.42,28073183.58,30811520.22,27684625.66,25974668.7,45952585.36,55750799.98,188947302.5,172743269.3,226699541.9,165486625.5,125682787.2,187023405.7,277389023.8,326765473.6,354785171.2,437032405.1,763663963.7,767105591.7,698792770.9,733435634.7,631014150.1,822127365.6,675016502,571657950.2,541695589.6,619305492.4,644211825.1,791491040.7,1054816810,1511363007,1522232372,1532026109,1751910641,1474902628,1600841410,1914586604,2057866407,1741456650,1866534439,1681433577
Lower middle income,LMC,Regions Clubbed Economically,Military expenditure (current USD),1232667638,1329117662,1872639689,2766594761,3130164529,3566146977,3199143462,3182662256,3695795768,4503523362,4961840697,5690860705,5805401918,6437269701,8974701493,11471507509,12725490937,14767949282,15669353571,15989572336,18239898245,19319042109,19884202033,20070420285,20648263676,21701643253,23688451004,26790111370,27673282684,25592878941,27386541648,23295405395,22523778670,24672938990,26577764671,29526705201,31676877443,34367484674,32527300195,35714399546,37499733440,38279091447,41942683536,58827531776,70775667060,78865393320,50747297712,60218700097,70399779120,75408145407,84432259346,91713851372,96248712722,1.02E+11,1.08E+11,1.08E+11,1.14E+11,1.25E+11,1.24E+11
Low & middle income,LMY,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87878655684,90949656624,87586945341,92143871855,87527846564,97866709786,1.08E+11,1.17E+11,1.25E+11,1.16E+11,1.19E+11,1.29E+11,1.37E+11,1.38E+11,1.65E+11,1.93E+11,2.26E+11,2.26E+11,2.75E+11,3.37E+11,3.56E+11,3.99E+11,4.53E+11,4.93E+11,5.35E+11,5.50E+11,5.27E+11,5.30E+11,5.61E+11,5.78E+11
Lesotho,LSO,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,2291375.573,2780125.695,4013501.003,5370993.429,11639193.97,12392766.95,14965648.08,14069652.63,12285803.37,10667797.39,13369627.53,18111226.26,16956458.63,22610459.53,24165932.32,22308171.45,24237292.3,22140684.39,25853328.83,34373285.47,28347308.31,28700335.94,27807021.35,34078186.69,30555503.52,23390729.43,19559896.4,27363759.54,31386955.1,33619893.92,35224579.31,39834671.56,27350681.86,47399768.93,70661037.37,58169320.75,53240145.82,47941183.17,47693200.77,44025926.25,41489543.36,52594810.37,51064347.75
Late-demographic dividend,LTE,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36207854791,42954504524,45047160932,39692846226,47327909224,56919616142,65635807706,72631284904,77227970616,68157663357,65103608699,72454981731,81471834061,87725204683,96784019566,1.12E+11,1.33E+11,1.58E+11,1.96E+11,2.44E+11,2.58E+11,2.91E+11,3.35E+11,3.69E+11,4.05E+11,4.22E+11,3.80E+11,3.83E+11,4.00E+11,4.22E+11
Lithuania,LTU,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20769763.77,21062271.38,30453612.5,42260000,75611000,138175000,106450000,140400000,166875000,181481441.2,210822413.2,270841799.8,303819006.4,351605788.8,442004493.3,541390194.6,404826028.7,326320918.7,344605215.4,328631681.6,354862149.7,426900271.7,471221026.9,635448102.4,812108700,1030416770
Luxembourg,LUX,Country,Military expenditure (current USD),5260312.876,5800866.499,7099970.149,6962653.392,9278159.213,9520198.149,9923596.376,8229323.824,7479003.122,7817857.633,8310003.469,9047009.782,11731387.88,15421205.92,18227348.89,22704189.64,25496422.66,28710697.24,36648101.37,42364311.06,52422325.29,46185938.88,41434171.49,41151224.44,38661575.09,38112966.56,53459034.31,73150597.31,86015559.6,75962325.96,96691368.64,107736089.1,123217456.2,108089199.8,126000012.1,142256814.9,141495421.6,134075768,143139739.1,140758789.2,128192371.5,160284919.2,153404545.7,198637975.5,234676202.7,243744714.7,247133192.2,286051368.8,236720167.1,222959826.9,274135432.5,256962415.8,237503049.8,258655906.2,279019013.1,276145059.3,260729679.6,357671613.7,419372654.8
Latvia,LVA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17691507.97,33900348.04,43560331.06,38154934.56,37988313.15,42180166.5,56568626.39,69990683.36,86966741.1,147224840.2,189144251.4,229353322.5,272551115.8,367825490.4,481492627.1,581752272.9,363809251.1,259672124.2,296834929.2,255740342.6,283568932.7,295728965.3,282688255.5,406859305.4,509390110.7,679862611.1
Macao ,MAC,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Country,Military expenditure (current USD),41596762.37,48275957.47,53848540.36,74893933.2,69993222,63175700.38,67938085.05,70348918.78,90900288.31,84972008.64,88924195.09,111288010.2,140446991.6,185783993.8,241889161.2,413326127.9,577239433.3,731455472,772559382,896353802,1117955622,975581462.8,959485440.9,628153423,512454401.2,692472049.7,728545632.7,815386106.1,917269144.8,990555090.2,1069720492,1148445710,1228526553,1251786538,1365250019,1437898701,1447128689,1400949501,1444959716,1207516610,859151483.2,1470317615,1474874326,1819230070,1937523822,2031131381,2134594876,2408350250,2944958473,3055069442,3160804832,3342698956,3402700836,4065552317,4048610929,3268363376,3327031890,3461461531,3696856945
Monaco,MCO,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13345789.4,15354611.16,17410750.98,10613141.68,5990984.994,5090797.96,5961865.823,6978372.204,8246742.537,9378005.953,11960379.69,16449497.76,22718473.79,36845650.5,24906387.27,18335718.27,22966963.69,23870072.82,26710522.13,27565618.85,23051814.59,29656360.86,30629080.99,33957719.1
Madagascar,MDG,Country,Military expenditure (current USD),1604193.589,8482781.25,9179552.203,8956747.538,9455019.789,10710827.9,11342782.95,12112471.79,13044200.39,13014516.19,12134982.78,12755677.36,16129256.25,20346496.12,25882465.36,30189630.07,33040454.15,43959890.67,52181427.4,81891303.63,90402004.94,86482746.69,,,55059872.19,50869844.15,50566283.23,36662411.21,32904438.55,30247467.94,37948124.18,34707087.44,23102633.36,37830790.82,27580945.67,27170664.12,49442905.51,52544736.69,50446576.25,45036442.92,47210934.61,65037565.45,57743396.83,72517018.89,54471710.03,54018162.48,53914017.64,81936943.67,103271539.5,70985221.42,56922892.89,71989808.01,68636017.8,71877874.49,69676703.34,58932847.76,59394995.92,66906090.19,73258425.24
Maldives,MDV,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Semi Autonomous Region,Military expenditure (current USD),,,1125192644,1271785046,1612076318,1868815256,2123457137,2561185051,3092527699,3862044699,4740392697,4898392461,5434448570,8075325076,13160312519,16109376812,18294012645,31636892359,34585261555,36102076213,43135606777,52423006078,54348336081,49369620348,50690858646,47410788612,30196920409,50639365262,55017200318,47151069311,59165538527,67750094771,60608956583,39549495272,39669119298,38022961315,39528143259,49712003964,53691356725,51751592609,57875656700,62343664234,53693332985,56740345495,63679210614,71185956483,79907305177,92654272932,1.08E+11,1.15E+11,1.26E+11,1.39E+11,1.54E+11,1.72E+11,1.83E+11,1.63E+11,1.36E+11,1.44E+11,1.40E+11
Mexico,MEX,Country,Military expenditure (current USD),84000000,86400000,99200000,112000000,120000000,119200000,130400000,133600000,148800000,180000000,176800000,191200000,242400000,300800000,407200000,504800000,531576968.5,437692985.8,518287192.6,679663588.4,810422203.8,1284948561,858130162.7,778556797.2,1155945373,1241863652,817296611.7,813391574.4,981914645.6,1153375828,1327241698,1599507028,2000064622,2327305641,2888815805,1712924668,2063965155,2394152398,2480943604,2908141919,3323124172,3540226539,3479509029,3245342478,3129009392,3621523413,4082501468,4779835655,4939665939,4855514856,5897198481,6471388439,6978776719,7837613530,8663381606,7739521462,6019769275,5781437375,6567509336
Marshall Islands,MHL,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84780841139,86883087484,82332986401,86807194242,83079532716,92978914996,1.05E+11,1.15E+11,1.23E+11,1.13E+11,1.16E+11,1.26E+11,1.34E+11,1.35E+11,1.61E+11,1.89E+11,2.22E+11,2.21E+11,2.70E+11,3.30E+11,3.48E+11,3.91E+11,4.44E+11,4.87E+11,5.29E+11,5.43E+11,5.21E+11,5.25E+11,5.57E+11,5.74E+11
North Macedonia,MKD,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130636725.9,83254172.21,78991291.13,66236920.45,69828947.91,226303002.3,106309576.7,115827201.7,135256294.8,127003654.4,126008876.7,162567237.1,172658158.9,158716661.5,130021469.1,132461994.8,119410402.5,126506348.7,124185105.7,99983659.56,101492863.4,111826544.2,117383985.5
Mali,MLI,Country,Military expenditure (current USD),,3922368.099,4342608.994,4375224.475,5174939.905,4647822.379,4636149.757,5081280.157,5251146.164,5673928.012,6150439.756,6323435.839,8332407.51,10974072.3,11632496.21,19130897.33,21761874.87,26050146.53,31020668.63,36197478.4,38337750.85,31648946.94,29518633.26,26767016.74,25402957.27,29826627.16,37539055.06,44254118.46,48011066.05,46080349.08,52155069.51,,,44497338.99,29898866.18,40468959.11,39683160.27,40262546.07,41020286.4,43852596.8,43681247.68,44881650.23,49355225.63,66758430.83,77420331.83,86450742.04,96004895.87,110376888,142919351.1,144434608.4,146786545.7,161062674.6,148865779.9,153833697.7,218118382.3,309170682.2,362398902.2,458709424.7,495165301
Malta,MLT,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,12948712.08,16531995.1,23148953.51,22383605.51,21308781.46,21152027.67,21744818.12,26692690.81,24637705.57,27870262.14,31144859.96,33296174.82,31142214.89,29081268.41,27986620.66,25353948.05,27119323.11,28403690.8,34125502,40526469.19,52498963.32,44434425.84,49263377.12,56032519.13,59110111.51,58728949.93,55893126.48,49922008.91,53789438.88,56514879.92,51796606.41,59672922.99,64235888.17,69284609.85
Myanmar,MMR,Country,Military expenditure (current USD),89512589.51,85617085.62,90704340.7,100322350.3,97912597.91,107241857.2,105456855.5,102039102,104590604.6,114418614.4,122781872.8,127758749.5,117181275.2,152452317.5,159999341.9,138923723.2,155142207.5,169293678.2,183429289.3,190866354.1,202083467.2,205288116.6,195419415.6,192169991.5,188720829.3,196758644.7,231843369.6,203653743.5,255256828.5,550194633.8,814025583.1,942677085.2,1370457677,2061809624,2801966892,3932079181,4675441102,4780529108,5873097951,6950081056,9030564409,9464417217,11000356816,24189109503,29853914083,32954262251,,,,,,,2969236076,2366989085,2372895303,2552370442,2455784120,2221961060,2030465547
Middle East & North Africa (excluding high income),MNA,Regions Clubbed Economically,Military expenditure (current USD),,,830366247.1,898756403.6,1209936500,1377119765,1447511441,1619448661,2063859061,2560708874,2940450713,2926376519,2884692070,3692077785,9018175972,11811320228,14029958785,15567772469,16635149106,13468421663,15663928616,19848617714,18408933630,19260333505,19718052260,21042347835,23014665191,26640910390,29902331139,23794707450,23973651073,25485869356,28847511037,9615943062,11480428475,10305380499,11552504467,14266542970,15714397096,16534094810,17969079399,21006532269,13822928320,14895915019,17799251116,20568797356,23297586768,26980442528,33267383030,35336902862,38062236170,43058914279,46439276405,48117797841,45878272261,44183408607,41653978701,42887738360,41480239074
Montenegro,MNE,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60811819.13,62347815.51,64190474.63,85106382.98,76683387.91,75094861.9,79376663.82,67712201.3,64836243.08,67544018.04,56891427.3,61714551.61,65734886.38,83806050.31
Mongolia,MNG,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110838314.6,33041891.2,14057102.96,16393641.22,21281148.79,21608196.89,18692594.36,19920839.93,18021861.88,24265559.55,23124715.31,25282128.41,24333211.23,27749093.06,29797967.23,39189624.48,56561859.19,66749871.33,37633746,54855717.51,87157848.16,113622769.9,103464069.9,105102478.6,101705866,96365298.28,82755201.79,96067489.86
Northern Mariana Islands,MNP,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,39135467.92,76333333.33,78000000,92283380.97,99294190.87,102992610.5,116316977.5,136654509.1,148214364.3,170669991,83582418.11,63852700.4,79069105.59,84598999.67,71803523.25,59605412.17,59366482.2,72864691.92,33465088.27,36037790.98,42014622.82,49264817.34,56516191.65,55361458.44,50619215.98,53509586.96,59771342.55,77630605.86,62247951.09,57439135.78,68625364.26,83709455.73,84302809.4,99189931.71,118871183,139100553.3,157892114.4,173752180.8,119657390.7,112203469.3,128320232.4,145206801.9
Mauritania,MRT,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,41058571.71,42460504.2,43720551.23,42983864.11,38879724.51,40181617.44,39440703.49,39378674.16,30155786.96,29488165.08,31987855.25,37887510.75,41599441.57,25610687.83,31959678.11,37878312.26,51852489.35,36281137.41,62449150.29,,66659636.65,81906180.19,,123323383.8,114824329.4,,,142299912.3,144215483.5,144844330.7,132931217.7,136064876,143769318.6,159013353
Mauritius,MUS,Country,Military expenditure (current USD),,,,,,,,,270900.2709,336600.3366,414000.414,473954.3837,543220.6993,643113.9947,789047.3218,1086812.239,1317065.578,1422666.713,1752316.546,2480933.275,5537271.498,5332041.26,2828236.376,2934342.485,2623131.381,2363606.929,2896096.952,3649578.357,4688302.314,6327951.842,9183570.491,10496859.89,11427598.44,10777425.2,11853856.26,13447369.48,12973518.09,9801826.445,8456738.925,9040808.71,9360142.631,8977215.381,9502035.912,10882927.44,10935141.92,10886148.05,10814271.43,11632288.74,15580188.94,15316115.87,14874416.91,17512018.39,16662229.62,23200896.38,19743974.92,21065693.01,22958748.56,23823068.18,23202895.56
Malawi,MWI,Country,Military expenditure (current USD),,,,,,1771001.771,1848001.848,2133370.892,1881000.752,1959000.784,2055000.822,2343860.95,2697870.896,4711557.475,5304902.622,9362342.027,9205803.654,13625117.4,25570521.9,43029681.3,53134112.22,38506688.83,26977480.08,22217303.96,18839590.2,19811238.44,24743830.16,21643561.49,20167493.07,22781135.85,24312172.03,23704121.2,25238116.38,25728062.72,17060803.08,11047717.5,20152203.02,26407487.14,14474120.37,14402979.49,11727501.44,12681914.7,14815169.79,13118825.85,21965738.58,38213561.9,31090549.5,33599605.59,44464251.4,58797381.82,49984217.91,52804842.99,46155953.69,62925520.09,49454513.58,40793415.43,35748121.99,47416537.07,58369173.44
Malaysia,MYS,Country,Military expenditure (current USD),51286741.89,42466728.95,43773397.53,60760089.11,84606790.76,118580173.9,148633551.3,143406877,148306884.2,143733544.1,199593626.1,228027756.5,251103009,296726189.3,397163356.3,440725547,439885582.5,637879477.3,607070689.6,778636837.2,1035886222,1446539243,1438303667,1342380183,1273659777,1076905728,894074625,1334714483,855741986.7,1019255475,1125007856,1571959986,1766520896,1923398172,2120597807,2444098387,2420963934,2089087477,1158657313,1663289474,1533157895,1934473684,2237894737,2881578947,2823157895,3120337779,3266197406,3970537327,4411795565,3964817705,3854285351,4692483660,4507252007,4915722759,4919244942,4532069852,4169374001,3494832257,3469828207
